Final form without custom sprite;;pre-evos that have custom sprites;;;
296.288; evolves from : ;296.286;384.285;;
315.288; evolves from : ;315.285;;;
326.288; evolves from : ;325.285;;;
332.288; evolves from : ;388.285;;;
349.288; evolves from : ;349.286;;;
350.288; evolves from : ;350.286;350.285;;
352.288; evolves from : ;401.285;400.285;;
355.288; evolves from : ;404.285;;;
356.288; evolves from : ;382.285;;;
359.288; evolves from : ;359.286;359.285;;
360.288; evolves from : ;408.285;;;
362.288; evolves from : ;362.285;;;
363.288; evolves from : ;363.286;412.285;;
370.288; evolves from : ;370.285;;;
372.288; evolves from : ;417.285;;;
373.288; evolves from : ;373.285;;;
377.288; evolves from : ;375.285;;;
381.288; evolves from : ;381.286;;;
383.288; evolves from : ;383.285;294.285;;
12.289; evolves from : ;10.382;;;
26.289; evolves from : ;172.382;;;
38.289; evolves from : ;37.382;;;
53.289; evolves from : ;52.382;;;
80.289; evolves from : ;79.289;;;
94.289; evolves from : ;93.289;;;
134.289; evolves from : ;133.289;;;
135.289; evolves from : ;133.289;;;
136.289; evolves from : ;133.289;;;
169.289; evolves from : ;41.382;;;
171.289; evolves from : ;170.289;170.382;;
185.289; evolves from : ;257.289;;;
196.289; evolves from : ;133.289;;;
199.289; evolves from : ;79.289;;;
210.289; evolves from : ;209.289;;;
271.289; evolves from : ;133.289;;;
272.289; evolves from : ;133.289;;;
281.289; evolves from : ;279.382;;;
313.289; evolves from : ;311.289;311.382;;
332.289; evolves from : ;388.382;;;
339.289; evolves from : ;133.289;;;
363.289; evolves from : ;412.382;;;
367.289; evolves from : ;365.289;;;
6.290; evolves from : ;4.290;;;
157.290; evolves from : ;156.290;;;
160.290; evolves from : ;158.290;;;
264.290; evolves from : ;108.290;;;
266.290; evolves from : ;114.290;;;
302.290; evolves from : ;301.290;;;
313.290; evolves from : ;311.290;;;
324.290; evolves from : ;322.290;;;
326.290; evolves from : ;325.290;;;
333.290; evolves from : ;390.290;;;
334.290; evolves from : ;392.290;;;
383.290; evolves from : ;294.290;;;
38.293; evolves from : ;38.292;;;
55.293; evolves from : ;54.291;;;
101.293; evolves from : ;100.291;;;
169.293; evolves from : ;41.291;;;
171.293; evolves from : ;170.291;;;
178.293; evolves from : ;177.291;;;
262.293; evolves from : ;262.291;;;
281.293; evolves from : ;279.291;;;
308.293; evolves from : ;308.292;;;
309.293; evolves from : ;385.291;;;
353.293; evolves from : ;402.291;;;
94.295; evolves from : ;92.295;;;
105.295; evolves from : ;104.295;;;
134.295; evolves from : ;133.295;;;
135.295; evolves from : ;133.295;;;
136.295; evolves from : ;133.295;;;
171.295; evolves from : ;170.295;;;
196.295; evolves from : ;133.295;;;
197.295; evolves from : ;133.295;;;
205.295; evolves from : ;204.295;;;
263.295; evolves from : ;81.295;;;
264.295; evolves from : ;108.295;;;
271.295; evolves from : ;133.295;;;
272.295; evolves from : ;133.295;;;
313.295; evolves from : ;311.295;;;
339.295; evolves from : ;133.295;;;
9.296; evolves from : ;7.296;;;
40.296; evolves from : ;174.384;;;
134.296; evolves from : ;133.296;133.384;;
149.296; evolves from : ;148.296;;;
262.296; evolves from : ;215.384;;;
271.296; evolves from : ;133.296;133.384;;
274.296; evolves from : ;221.296;;;
288.296; evolves from : ;285.384;;;
293.296; evolves from : ;291.384;;;
313.296; evolves from : ;312.296;311.296;311.384;
369.296; evolves from : ;416.384;;;
383.296; evolves from : ;294.296;;;
97.299; evolves from : ;96.297;;;
105.299; evolves from : ;104.297;;;
127.299; evolves from : ;127.298;;;
135.299; evolves from : ;135.297;;;
162.299; evolves from : ;161.297;;;
182.299; evolves from : ;182.298;;;
192.299; evolves from : ;191.297;;;
199.299; evolves from : ;79.297;;;
224.299; evolves from : ;223.297;;;
226.299; evolves from : ;261.297;;;
249.299; evolves from : ;249.297;;;
256.299; evolves from : ;198.297;;;
267.299; evolves from : ;239.297;;;
284.299; evolves from : ;282.297;;;
314.299; evolves from : ;387.297;;;
332.299; evolves from : ;332.298;;;
359.299; evolves from : ;359.298;406.297;;
361.299; evolves from : ;409.297;;;
363.299; evolves from : ;412.297;;;
383.299; evolves from : ;294.297;;;
94.300; evolves from : ;92.300;;;
171.300; evolves from : ;170.300;;;
181.300; evolves from : ;180.300;;;
199.300; evolves from : ;79.300;;;
224.300; evolves from : ;223.300;;;
263.300; evolves from : ;81.300;;;
264.300; evolves from : ;108.300;;;
266.300; evolves from : ;114.300;;;
278.300; evolves from : ;276.300;;;
313.300; evolves from : ;311.300;;;
367.300; evolves from : ;365.300;;;
62.302; evolves from : ;62.301;;;
121.302; evolves from : ;120.301;;;
127.302; evolves from : ;127.301;;;
134.302; evolves from : ;133.301;;;
135.302; evolves from : ;133.301;;;
136.302; evolves from : ;133.301;;;
171.302; evolves from : ;170.301;;;
196.302; evolves from : ;133.301;;;
197.302; evolves from : ;133.301;;;
205.302; evolves from : ;205.301;;;
269.302; evolves from : ;269.301;175.301;;
271.302; evolves from : ;133.301;;;
272.302; evolves from : ;133.301;;;
302.302; evolves from : ;302.301;301.301;;
313.302; evolves from : ;311.301;;;
339.302; evolves from : ;133.301;;;
345.302; evolves from : ;345.301;;;
380.302; evolves from : ;380.301;;;
420.302; evolves from : ;420.301;;;
20.304; evolves from : ;19.303;;;
53.304; evolves from : ;53.303;;;
130.304; evolves from : ;130.303;;;
134.304; evolves from : ;133.303;;;
136.304; evolves from : ;133.303;;;
171.304; evolves from : ;170.303;;;
196.304; evolves from : ;133.303;;;
271.304; evolves from : ;133.303;;;
313.304; evolves from : ;311.303;;;
339.304; evolves from : ;133.303;;;
6.306; evolves from : ;4.305;;;
45.306; evolves from : ;44.305;43.305;;
122.306; evolves from : ;258.305;;;
154.306; evolves from : ;154.305;;;
164.306; evolves from : ;164.305;;;
171.306; evolves from : ;170.305;;;
182.306; evolves from : ;44.305;43.305;;
195.306; evolves from : ;195.305;;;
201.306; evolves from : ;201.305;;;
210.306; evolves from : ;209.305;;;
214.306; evolves from : ;214.305;;;
290.306; evolves from : ;290.305;;;
302.306; evolves from : ;301.305;;;
306.306; evolves from : ;306.305;;;
326.306; evolves from : ;325.305;;;
337.306; evolves from : ;397.305;;;
359.306; evolves from : ;359.305;;;
367.306; evolves from : ;365.305;;;
368.306; evolves from : ;414.305;;;
377.306; evolves from : ;375.305;;;
6.308; evolves from : ;4.307;;;
15.308; evolves from : ;14.307;;;
55.308; evolves from : ;54.307;;;
80.308; evolves from : ;79.307;;;
122.308; evolves from : ;122.307;;;
171.308; evolves from : ;170.307;;;
185.308; evolves from : ;257.307;;;
189.308; evolves from : ;187.307;;;
199.308; evolves from : ;79.307;;;
263.308; evolves from : ;81.307;;;
281.308; evolves from : ;279.307;;;
309.308; evolves from : ;386.307;385.307;;
332.308; evolves from : ;388.307;;;
362.308; evolves from : ;411.307;;;
364.308; evolves from : ;413.307;;;
71.309; evolves from : ;69.309;;;
91.309; evolves from : ;90.385;;;
169.309; evolves from : ;41.385;;;
171.309; evolves from : ;170.309;170.386;170.385;
199.309; evolves from : ;79.385;;;
210.309; evolves from : ;209.385;;;
225.309; evolves from : ;225.386;;;
232.309; evolves from : ;231.385;;;
264.309; evolves from : ;108.309;;;
352.309; evolves from : ;401.309;;;
355.309; evolves from : ;404.309;404.386;404.385;
369.309; evolves from : ;416.386;;;
6.310; evolves from : ;5.310;;;
45.310; evolves from : ;43.310;;;
182.310; evolves from : ;43.310;;;
189.310; evolves from : ;188.310;;;
299.310; evolves from : ;297.310;;;
20.313; evolves from : ;19.311;;;
34.313; evolves from : ;32.311;;;
51.313; evolves from : ;50.311;;;
97.313; evolves from : ;96.311;;;
119.313; evolves from : ;118.311;;;
130.313; evolves from : ;129.311;;;
135.313; evolves from : ;133.311;;;
136.313; evolves from : ;133.311;;;
181.313; evolves from : ;180.311;179.311;;
196.313; evolves from : ;133.311;;;
197.313; evolves from : ;197.312;133.311;;
199.313; evolves from : ;199.312;;;
201.313; evolves from : ;201.311;;;
227.313; evolves from : ;227.311;;;
266.313; evolves from : ;114.311;;;
271.313; evolves from : ;133.311;;;
272.313; evolves from : ;133.311;;;
273.313; evolves from : ;273.311;;;
287.313; evolves from : ;286.311;285.311;;
288.313; evolves from : ;286.311;285.311;;
289.313; evolves from : ;289.312;382.311;;
299.313; evolves from : ;297.311;;;
300.313; evolves from : ;300.312;;;
337.313; evolves from : ;397.311;;;
339.313; evolves from : ;133.311;;;
352.313; evolves from : ;401.311;400.311;;
355.313; evolves from : ;404.311;;;
356.313; evolves from : ;382.311;;;
362.313; evolves from : ;411.311;;;
364.313; evolves from : ;364.312;;;
26.314; evolves from : ;25.314;;;
47.314; evolves from : ;46.387;;;
51.314; evolves from : ;50.314;;;
87.314; evolves from : ;86.387;;;
97.314; evolves from : ;96.314;96.387;;
110.314; evolves from : ;109.387;;;
122.314; evolves from : ;258.387;;;
127.314; evolves from : ;127.387;;;
141.314; evolves from : ;140.387;;;
157.314; evolves from : ;155.387;;;
178.314; evolves from : ;177.387;;;
182.314; evolves from : ;44.314;43.314;43.387;
184.314; evolves from : ;252.387;;;
192.314; evolves from : ;191.314;;;
212.314; evolves from : ;123.314;;;
232.314; evolves from : ;231.387;;;
248.314; evolves from : ;246.314;;;
264.314; evolves from : ;108.387;;;
270.314; evolves from : ;193.387;;;
273.314; evolves from : ;207.387;;;
275.314; evolves from : ;137.387;;;
281.314; evolves from : ;279.387;;;
313.314; evolves from : ;311.314;311.387;;
334.314; evolves from : ;392.387;;;
335.314; evolves from : ;394.387;;;
355.314; evolves from : ;404.314;;;
357.314; evolves from : ;405.387;;;
359.314; evolves from : ;406.387;;;
363.314; evolves from : ;412.314;;;
420.314; evolves from : ;420.387;;;
12.315; evolves from : ;10.315;;;
45.315; evolves from : ;43.315;;;
51.315; evolves from : ;50.315;;;
130.315; evolves from : ;129.315;;;
171.315; evolves from : ;170.315;;;
181.315; evolves from : ;179.315;;;
182.315; evolves from : ;43.315;;;
313.315; evolves from : ;311.315;;;
383.315; evolves from : ;294.315;;;
18.318; evolves from : ;16.316;;;
20.318; evolves from : ;19.316;;;
38.318; evolves from : ;37.316;;;
122.318; evolves from : ;258.316;;;
135.318; evolves from : ;133.316;;;
142.318; evolves from : ;142.316;;;
164.318; evolves from : ;163.316;;;
166.318; evolves from : ;165.316;;;
186.318; evolves from : ;186.317;186.316;;
189.318; evolves from : ;187.316;;;
196.318; evolves from : ;133.316;;;
202.318; evolves from : ;202.316;;;
210.318; evolves from : ;209.316;;;
212.318; evolves from : ;123.316;;;
248.318; evolves from : ;248.317;;;
266.318; evolves from : ;114.316;;;
271.318; evolves from : ;133.316;;;
272.318; evolves from : ;133.316;;;
281.318; evolves from : ;279.316;;;
288.318; evolves from : ;285.316;;;
331.318; evolves from : ;330.316;;;
339.318; evolves from : ;133.316;;;
346.318; evolves from : ;346.317;;;
352.318; evolves from : ;400.316;;;
106.321; evolves from : ;236.319;;;
164.321; evolves from : ;163.319;;;
171.321; evolves from : ;170.319;;;
195.321; evolves from : ;194.319;;;
237.321; evolves from : ;236.319;;;
266.321; evolves from : ;114.319;;;
275.321; evolves from : ;137.319;;;
287.321; evolves from : ;285.319;;;
288.321; evolves from : ;285.319;;;
331.321; evolves from : ;330.319;;;
354.321; evolves from : ;403.319;;;
363.321; evolves from : ;412.319;;;
378.321; evolves from : ;378.320;;;
18.324; evolves from : ;16.322;;;
20.324; evolves from : ;19.322;;;
26.324; evolves from : ;25.322;172.322;;
85.324; evolves from : ;85.322;84.322;;
122.324; evolves from : ;258.322;;;
124.324; evolves from : ;238.322;;;
144.324; evolves from : ;144.322;;;
154.324; evolves from : ;152.322;;;
164.324; evolves from : ;163.322;;;
169.324; evolves from : ;41.322;;;
171.324; evolves from : ;170.322;;;
192.324; evolves from : ;192.322;;;
232.324; evolves from : ;231.322;;;
242.324; evolves from : ;259.322;;;
254.324; evolves from : ;190.322;;;
266.324; evolves from : ;114.322;;;
274.324; evolves from : ;220.322;;;
278.324; evolves from : ;276.322;;;
284.324; evolves from : ;282.322;;;
299.324; evolves from : ;297.322;;;
314.324; evolves from : ;387.322;;;
321.324; evolves from : ;319.322;;;
335.324; evolves from : ;394.322;;;
364.324; evolves from : ;413.322;;;
372.324; evolves from : ;372.323;418.322;;
383.324; evolves from : ;294.322;;;
26.326; evolves from : ;25.325;;;
57.326; evolves from : ;56.325;;;
68.326; evolves from : ;67.325;66.325;;
76.326; evolves from : ;74.325;;;
105.326; evolves from : ;104.325;;;
124.326; evolves from : ;238.325;;;
169.326; evolves from : ;42.325;41.325;;
171.326; evolves from : ;170.325;;;
178.326; evolves from : ;177.325;;;
201.326; evolves from : ;201.325;;;
202.326; evolves from : ;202.325;253.325;;
208.326; evolves from : ;95.325;;;
213.326; evolves from : ;213.325;;;
219.326; evolves from : ;218.325;;;
242.326; evolves from : ;259.325;;;
275.326; evolves from : ;137.325;;;
313.326; evolves from : ;311.325;;;
314.326; evolves from : ;387.325;;;
358.326; evolves from : ;358.325;;;
362.326; evolves from : ;411.325;;;
20.329; evolves from : ;20.327;;;
47.329; evolves from : ;46.327;;;
51.329; evolves from : ;50.327;;;
76.329; evolves from : ;76.327;;;
83.329; evolves from : ;83.328;;;
85.329; evolves from : ;84.327;;;
89.329; evolves from : ;89.327;88.327;;
97.329; evolves from : ;97.327;;;
101.329; evolves from : ;100.327;;;
103.329; evolves from : ;102.327;;;
122.329; evolves from : ;258.327;;;
139.329; evolves from : ;139.328;138.327;;
144.329; evolves from : ;144.327;;;
171.329; evolves from : ;170.327;;;
184.329; evolves from : ;183.327;;;
195.329; evolves from : ;194.327;;;
212.329; evolves from : ;123.327;;;
232.329; evolves from : ;232.328;;;
266.329; evolves from : ;266.328;266.327;;
272.329; evolves from : ;272.327;;;
275.329; evolves from : ;275.328;137.327;;
293.329; evolves from : ;291.327;;;
300.329; evolves from : ;300.328;;;
302.329; evolves from : ;301.327;;;
313.329; evolves from : ;311.327;;;
324.329; evolves from : ;324.327;;;
334.329; evolves from : ;392.327;;;
335.329; evolves from : ;335.327;;;
336.329; evolves from : ;336.328;;;
337.329; evolves from : ;337.327;397.327;;
343.329; evolves from : ;343.328;;;
345.329; evolves from : ;345.327;;;
367.329; evolves from : ;367.328;365.327;;
380.329; evolves from : ;380.328;;;
383.329; evolves from : ;294.327;;;
97.331; evolves from : ;96.330;;;
168.331; evolves from : ;168.330;;;
171.331; evolves from : ;170.330;;;
265.331; evolves from : ;112.330;111.330;;
274.331; evolves from : ;220.330;;;
275.331; evolves from : ;233.330;;;
281.331; evolves from : ;279.330;;;
284.331; evolves from : ;282.330;;;
324.331; evolves from : ;322.330;;;
334.331; evolves from : ;393.330;;;
355.331; evolves from : ;404.330;;;
364.331; evolves from : ;364.330;;;
367.331; evolves from : ;367.330;366.330;;
372.331; evolves from : ;372.330;418.330;417.330;
374.331; evolves from : ;419.330;;;
49.332; evolves from : ;48.332;;;
80.332; evolves from : ;79.389;79.388;;
101.332; evolves from : ;100.389;;;
122.332; evolves from : ;258.388;;;
135.332; evolves from : ;133.332;133.389;133.388;
136.332; evolves from : ;133.332;133.389;133.388;
162.332; evolves from : ;161.388;;;
185.332; evolves from : ;257.388;;;
186.332; evolves from : ;60.388;;;
189.332; evolves from : ;187.388;;;
199.332; evolves from : ;79.389;79.388;;
217.332; evolves from : ;216.388;;;
222.332; evolves from : ;222.389;222.388;;
230.332; evolves from : ;116.389;116.388;;
232.332; evolves from : ;231.388;;;
256.332; evolves from : ;198.388;;;
263.332; evolves from : ;81.389;;;
268.332; evolves from : ;126.332;;;
271.332; evolves from : ;133.332;133.389;133.388;
281.332; evolves from : ;279.389;279.388;;
293.332; evolves from : ;291.388;;;
318.332; evolves from : ;316.388;;;
324.332; evolves from : ;322.388;;;
338.332; evolves from : ;399.388;;;
343.332; evolves from : ;343.388;;;
354.332; evolves from : ;403.388;;;
355.332; evolves from : ;404.389;404.388;;
361.332; evolves from : ;409.388;;;
363.332; evolves from : ;412.388;;;
370.332; evolves from : ;370.388;;;
381.332; evolves from : ;381.388;;;
15.333; evolves from : ;14.333;13.390;;
121.333; evolves from : ;120.333;;;
128.333; evolves from : ;128.391;;;
171.333; evolves from : ;170.333;170.391;170.390;
184.333; evolves from : ;183.333;;;
232.333; evolves from : ;231.391;231.390;;
263.333; evolves from : ;81.390;;;
264.333; evolves from : ;108.391;;;
267.333; evolves from : ;239.390;;;
274.333; evolves from : ;220.390;;;
302.333; evolves from : ;301.390;;;
329.333; evolves from : ;328.333;;;
334.333; evolves from : ;392.390;;;
336.333; evolves from : ;395.391;;;
351.333; evolves from : ;351.391;;;
352.333; evolves from : ;400.390;;;
362.333; evolves from : ;411.390;;;
363.333; evolves from : ;412.390;;;
369.333; evolves from : ;416.390;;;
47.334; evolves from : ;46.392;;;
53.334; evolves from : ;52.334;;;
62.334; evolves from : ;60.392;;;
101.334; evolves from : ;100.392;;;
121.334; evolves from : ;120.334;;;
136.334; evolves from : ;133.334;;;
171.334; evolves from : ;170.334;170.393;170.392;
185.334; evolves from : ;257.392;;;
196.334; evolves from : ;133.334;;;
201.334; evolves from : ;201.392;;;
263.334; evolves from : ;81.334;81.393;81.392;
271.334; evolves from : ;133.334;;;
272.334; evolves from : ;133.334;;;
274.334; evolves from : ;220.392;;;
293.334; evolves from : ;291.392;;;
302.334; evolves from : ;301.334;301.392;;
318.334; evolves from : ;316.392;;;
332.334; evolves from : ;388.392;;;
355.334; evolves from : ;404.392;;;
356.334; evolves from : ;382.392;;;
368.334; evolves from : ;415.334;;;
369.334; evolves from : ;416.392;;;
383.334; evolves from : ;294.392;;;
76.335; evolves from : ;74.394;;;
149.335; evolves from : ;148.335;;;
192.335; evolves from : ;191.394;;;
202.335; evolves from : ;253.335;;;
281.335; evolves from : ;279.394;;;
313.335; evolves from : ;311.335;311.394;;
314.335; evolves from : ;387.335;;;
367.335; evolves from : ;365.394;;;
3.336; evolves from : ;1.396;;;
9.336; evolves from : ;7.396;;;
34.336; evolves from : ;32.395;;;
38.336; evolves from : ;37.395;;;
47.336; evolves from : ;46.395;;;
110.336; evolves from : ;109.396;;;
132.336; evolves from : ;132.396;;;
151.336; evolves from : ;151.396;;;
201.336; evolves from : ;201.395;;;
234.336; evolves from : ;234.395;;;
275.336; evolves from : ;137.395;;;
284.336; evolves from : ;282.395;;;
287.336; evolves from : ;285.395;;;
288.336; evolves from : ;285.395;;;
313.336; evolves from : ;311.336;311.396;311.395;
324.336; evolves from : ;322.395;;;
332.336; evolves from : ;388.395;;;
352.336; evolves from : ;400.396;;;
360.336; evolves from : ;408.396;;;
364.336; evolves from : ;413.396;413.395;;
369.336; evolves from : ;416.396;;;
26.337; evolves from : ;25.337;;;
40.337; evolves from : ;39.337;;;
51.337; evolves from : ;50.397;;;
89.337; evolves from : ;88.397;;;
101.337; evolves from : ;100.397;;;
103.337; evolves from : ;102.337;;;
132.337; evolves from : ;132.398;;;
134.337; evolves from : ;133.398;;;
135.337; evolves from : ;133.398;;;
171.337; evolves from : ;170.337;170.398;170.397;
196.337; evolves from : ;133.398;;;
197.337; evolves from : ;133.398;;;
222.337; evolves from : ;222.397;;;
255.337; evolves from : ;200.397;;;
267.337; evolves from : ;239.397;;;
271.337; evolves from : ;133.398;;;
272.337; evolves from : ;133.398;;;
295.337; evolves from : ;295.398;;;
296.337; evolves from : ;384.397;;;
339.337; evolves from : ;133.398;;;
344.337; evolves from : ;344.398;;;
346.337; evolves from : ;346.397;;;
353.337; evolves from : ;402.398;402.397;;
356.337; evolves from : ;382.397;;;
358.337; evolves from : ;358.397;;;
362.337; evolves from : ;411.397;;;
369.337; evolves from : ;416.397;;;
12.338; evolves from : ;10.399;;;
26.338; evolves from : ;25.338;172.399;;
97.338; evolves from : ;96.338;96.399;;
101.338; evolves from : ;100.338;;;
134.338; evolves from : ;133.338;133.399;;
136.338; evolves from : ;133.338;133.399;;
149.338; evolves from : ;147.399;;;
171.338; evolves from : ;170.338;170.399;;
274.338; evolves from : ;221.338;;;
281.338; evolves from : ;279.399;;;
313.338; evolves from : ;311.338;311.399;;
339.338; evolves from : ;133.338;133.399;;
362.338; evolves from : ;411.399;;;
383.338; evolves from : ;294.338;;;
3.339; evolves from : ;1.133;;;
9.339; evolves from : ;7.133;;;
12.339; evolves from : ;12.133;;;
18.339; evolves from : ;17.133;16.133;;
22.339; evolves from : ;21.133;;;
26.339; evolves from : ;25.133;;;
31.339; evolves from : ;30.133;;;
34.339; evolves from : ;32.133;;;
38.339; evolves from : ;37.133;;;
40.339; evolves from : ;40.133;39.133;174.133;
45.339; evolves from : ;43.133;;;
49.339; evolves from : ;49.133;48.133;;
53.339; evolves from : ;53.133;52.133;;
59.339; evolves from : ;58.133;;;
78.339; evolves from : ;78.133;77.133;;
80.339; evolves from : ;79.133;;;
83.339; evolves from : ;83.133;;;
89.339; evolves from : ;89.133;88.133;;
94.339; evolves from : ;94.133;93.133;92.133;
101.339; evolves from : ;100.133;;;
105.339; evolves from : ;104.133;;;
110.339; evolves from : ;109.133;;;
122.339; evolves from : ;122.133;258.133;;
131.339; evolves from : ;131.133;;;
141.339; evolves from : ;140.133;;;
143.339; evolves from : ;260.133;;;
149.339; evolves from : ;149.133;147.133;;
151.339; evolves from : ;151.133;;;
157.339; evolves from : ;155.133;;;
160.339; evolves from : ;158.133;;;
162.339; evolves from : ;161.133;;;
169.339; evolves from : ;169.133;42.133;41.133;
178.339; evolves from : ;178.133;177.133;;
181.339; evolves from : ;180.133;179.133;;
182.339; evolves from : ;43.133;;;
184.339; evolves from : ;184.133;183.133;252.133;
186.339; evolves from : ;186.133;;;
192.339; evolves from : ;191.133;;;
199.339; evolves from : ;79.133;;;
201.339; evolves from : ;201.133;;;
202.339; evolves from : ;202.133;;;
206.339; evolves from : ;206.133;;;
217.339; evolves from : ;217.133;216.133;;
226.339; evolves from : ;261.133;;;
229.339; evolves from : ;228.133;;;
230.339; evolves from : ;116.133;;;
251.339; evolves from : ;251.133;;;
263.339; evolves from : ;263.133;82.133;81.133;
264.339; evolves from : ;108.133;;;
266.339; evolves from : ;114.133;;;
268.339; evolves from : ;268.133;126.133;240.133;
273.339; evolves from : ;273.133;;;
274.339; evolves from : ;220.133;;;
281.339; evolves from : ;279.133;;;
284.339; evolves from : ;282.133;;;
287.339; evolves from : ;286.133;;;
288.339; evolves from : ;286.133;;;
296.339; evolves from : ;296.133;384.133;;
302.339; evolves from : ;301.133;;;
304.339; evolves from : ;303.133;;;
313.339; evolves from : ;311.133;;;
314.339; evolves from : ;314.133;;;
315.339; evolves from : ;315.133;;;
324.339; evolves from : ;322.133;;;
331.339; evolves from : ;330.133;;;
333.339; evolves from : ;391.133;;;
339.339; evolves from : ;339.133;133.133;;
345.339; evolves from : ;345.133;;;
346.339; evolves from : ;346.133;;;
352.339; evolves from : ;352.133;401.133;;
360.339; evolves from : ;360.133;408.133;;
367.339; evolves from : ;365.133;;;
368.339; evolves from : ;414.133;;;
370.339; evolves from : ;370.133;;;
373.339; evolves from : ;373.133;;;
68.340; evolves from : ;67.340;;;
121.340; evolves from : ;120.340;;;
168.340; evolves from : ;167.340;;;
171.340; evolves from : ;170.340;;;
205.340; evolves from : ;204.340;;;
293.340; evolves from : ;292.340;;;
313.340; evolves from : ;311.340;;;
333.340; evolves from : ;391.340;;;
121.341; evolves from : ;120.341;;;
166.341; evolves from : ;165.341;;;
171.341; evolves from : ;170.341;;;
313.341; evolves from : ;311.341;;;
334.341; evolves from : ;392.341;;;
377.341; evolves from : ;376.341;375.341;;
51.342; evolves from : ;50.342;;;
80.342; evolves from : ;79.342;;;
169.342; evolves from : ;41.342;;;
199.342; evolves from : ;79.342;;;
254.342; evolves from : ;190.342;;;
313.342; evolves from : ;312.342;311.342;;
329.342; evolves from : ;328.342;;;
333.342; evolves from : ;390.342;;;
361.342; evolves from : ;410.342;;;
94.343; evolves from : ;92.343;;;
171.343; evolves from : ;170.343;;;
313.343; evolves from : ;311.343;;;
26.344; evolves from : ;25.344;;;
141.344; evolves from : ;140.344;;;
171.344; evolves from : ;170.344;;;
313.344; evolves from : ;311.344;;;
26.345; evolves from : ;172.345;;;
97.345; evolves from : ;96.345;;;
141.345; evolves from : ;140.345;;;
195.345; evolves from : ;194.345;;;
313.345; evolves from : ;311.345;;;
352.345; evolves from : ;401.345;;;
383.345; evolves from : ;294.345;;;
26.346; evolves from : ;172.346;;;
171.346; evolves from : ;170.346;;;
224.346; evolves from : ;223.346;;;
26.347; evolves from : ;25.347;;;
169.347; evolves from : ;41.347;;;
171.347; evolves from : ;170.347;;;
313.347; evolves from : ;311.347;;;
383.347; evolves from : ;294.347;;;
12.348; evolves from : ;11.348;;;
171.348; evolves from : ;170.348;;;
313.348; evolves from : ;311.348;;;
26.349; evolves from : ;25.349;;;
171.349; evolves from : ;170.349;;;
192.349; evolves from : ;191.349;;;
248.349; evolves from : ;247.349;;;
281.349; evolves from : ;279.349;;;
313.349; evolves from : ;311.349;;;
361.349; evolves from : ;410.349;;;
372.349; evolves from : ;417.349;;;
47.350; evolves from : ;46.350;;;
171.350; evolves from : ;170.350;;;
275.350; evolves from : ;233.350;;;
313.350; evolves from : ;311.350;;;
355.350; evolves from : ;404.350;;;
97.351; evolves from : ;96.351;;;
171.351; evolves from : ;170.351;;;
313.351; evolves from : ;311.351;;;
3.352; evolves from : ;2.352;1.401;;
18.352; evolves from : ;16.400;;;
49.352; evolves from : ;48.401;;;
53.352; evolves from : ;52.400;;;
71.352; evolves from : ;69.401;;;
134.352; evolves from : ;133.400;;;
135.352; evolves from : ;133.400;;;
136.352; evolves from : ;133.400;;;
162.352; evolves from : ;161.400;;;
169.352; evolves from : ;41.400;;;
171.352; evolves from : ;170.352;170.401;170.400;
185.352; evolves from : ;257.352;;;
189.352; evolves from : ;187.400;;;
202.352; evolves from : ;253.400;;;
249.352; evolves from : ;249.400;;;
250.352; evolves from : ;250.400;;;
256.352; evolves from : ;198.401;;;
264.352; evolves from : ;108.401;;;
270.352; evolves from : ;193.401;;;
271.352; evolves from : ;133.400;;;
272.352; evolves from : ;133.400;;;
288.352; evolves from : ;285.401;285.400;;
289.352; evolves from : ;382.400;;;
313.352; evolves from : ;311.352;311.401;311.400;
318.352; evolves from : ;316.400;;;
334.352; evolves from : ;392.400;;;
337.352; evolves from : ;397.400;;;
339.352; evolves from : ;133.400;;;
356.352; evolves from : ;382.400;;;
359.352; evolves from : ;406.401;406.400;;
362.352; evolves from : ;411.401;411.400;;
420.352; evolves from : ;420.400;;;
22.353; evolves from : ;21.402;;;
31.353; evolves from : ;29.402;;;
40.353; evolves from : ;174.402;;;
45.353; evolves from : ;43.402;;;
53.353; evolves from : ;52.353;;;
101.353; evolves from : ;100.402;;;
110.353; evolves from : ;109.402;;;
134.353; evolves from : ;133.402;;;
135.353; evolves from : ;133.402;;;
136.353; evolves from : ;133.402;;;
157.353; evolves from : ;155.402;;;
171.353; evolves from : ;170.353;170.402;;
178.353; evolves from : ;177.402;;;
182.353; evolves from : ;43.402;;;
196.353; evolves from : ;133.402;;;
197.353; evolves from : ;133.402;;;
202.353; evolves from : ;253.402;;;
254.353; evolves from : ;190.402;;;
256.353; evolves from : ;198.402;;;
271.353; evolves from : ;133.402;;;
272.353; evolves from : ;133.402;;;
281.353; evolves from : ;279.402;;;
304.353; evolves from : ;303.402;;;
309.353; evolves from : ;385.402;;;
313.353; evolves from : ;311.353;311.402;;
331.353; evolves from : ;330.402;;;
336.353; evolves from : ;395.402;;;
339.353; evolves from : ;133.402;;;
345.353; evolves from : ;345.402;;;
354.353; evolves from : ;403.402;;;
355.353; evolves from : ;404.402;;;
358.353; evolves from : ;358.402;;;
359.353; evolves from : ;406.402;;;
363.353; evolves from : ;412.402;;;
368.353; evolves from : ;414.402;;;
